NAME,UniprotID,ProteinName,CellCompartment,DNA_Repair,GO_CC,GO_BP,GO_MF,stringId,Annotation,An.color,An.number,shScr.logFC,shNcl.logFC,shScr.Presence,shNcl.Presence,Time.Point,Order,Sensor
HADH,Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial ",Nucleoplasm,0,nucleoplasm,fatty acid beta-oxidation,3-hydroxyacyl-CoA dehydrogenase activit,9606.ENSP00000474560,Cell Cycle regulation,coral1,1,4.540111111,2.1805,shScramble,shNcl,IR2h,3,Ku80ID
SEPT2,Q15019,Septin-2 ,Nucleoplasm,0,septin complex ,cell cycle ,GTPase activity ,9606.ENSP00000479861,Cell Cycle regulation,coral1,1,7.008777778,0,shScramble,0,IR2h,3,Ku80ID
API5,Q9BZZ5,Apoptosis inhibitor 5,Nucleoplasm,0,cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681],Apoptosis,fibroblast growth factor binding [GO:0017134]; RNA binding [GO:0003723],9606.ENSP00000431391,Cell Cycle regulation,coral1,1,2.472333333,0,shScramble,0,IR2h,3,Ku80ID
SEPT7,Q16181,Septin-7 ,Nucleoplasm,0,kinetochore ,cell cycle ,GTPase activity ,9606.ENSP00000413507,Cell Cycle regulation,coral1,1,7.572444444,2.551833333,shScramble,shNcl,IR2h,3,Ku80ID
SFXN4,Q6P4A7,Sideroflexin 4,Nucleoplasm,0,nucleoplasm,amino acid transport,transmembrane transporter activity,9606.ENSP00000347924,Cell Cycle regulation,coral1,1,5.831777778,0,shScramble,0,IR2h,3,Ku80ID
MCM2,P49736,Minichromosome maintenance complex component 2,Nucleoplasm,0, MCM complex [GO:0042555],DNA duplex unwinding ,DNA helicase activity ,9606.ENSP00000265056,Cell Cycle regulation,coral1,1,0,2.900666667,0,shNcl,IR2h,3,Ku80ID
SPOUT1,Q5T280,Putative methyltransferase C9orf114 ,Nucleoplasm,0,kinetochore ,cell cycle ,methyltransferase activity ,9606.ENSP00000354812,Cell Cycle regulation,coral1,1,6.448555556,0,shScramble,0,IR2h,3,Ku80ID
MCM5,P33992,Minichromosome maintenance complex component 5,Nucleoplasm,0,CMG complex ,DNA duplex unwinding ,DNA helicase activity ,9606.ENSP00000216122,Cell Cycle regulation,coral1,1,5.943444444,2.819166667,shScramble,shNcl,IR2h,3,Ku80ID
YES1,P07947,Tyrosine-protein kinase Yes ,Nucleoplasm,0,actin filament,protein phosphorylation,protein tyrosine kinase activity,9606.ENSP00000462468,Cell Cycle regulation,coral1,1,6.528888889,0,shScramble,0,IR2h,3,Ku80ID
AURKB,Q96GD4,Aurora kinase B,Nucleoplasm,0,"chromocenter [GO:0010369]; chromosome passenger complex [GO:0032133]; condensed chromosome, centromeric region [GO:0000779]; cytosol [GO:0005829]; kinetochore [GO:0000776]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; mitotic spindle midzone [GO:1990023]; mitotic spindle pole [GO:0097431]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle microtubule [GO:0005876]; spindle midzone [GO:0051233]; spindle pole centrosome [GO:0031616]","Cell cycle, Cell division, Mitosis","Kinase, Serine/threonine-protein kinase, Transferase",9606.ENSP00000313950,Cell Cycle regulation,coral1,1,3.379,0,shScramble,0,IR2h,3,Ku80ID
AHCTF1,Q8WYP5,AT-hook containing transcription factor 1,Nucleoplasm/NuclearMem,0,nuclear pore ,nucleocytoplasmic transport ,DNA binding ,9606.ENSP00000355465,Cell Cycle regulation,coral1,1,6.188666667,0,shScramble,0,IR2h,3,Ku80ID
MCM7,P33993,Minichromosome maintenance complex component 7,Nucleoplasm,0,CMG complex ,DNA duplex unwinding ,DNA helicase activity ,9606.ENSP00000307288,Cell Cycle regulation,coral1,1,5.359666667,2.774,shScramble,shNcl,IR2h,3,Ku80ID
MTCH2,Q9Y6C9,Mitochondrial carrier homolog 2 ,Nucleoplasm,0,nucleus,positive regulation of apoptotic process,membrane insertase activity,9606.ENSP00000303222,Cell Cycle regulation,coral1,1,8.856222222,6.562666667,shScramble,shNcl,IR2h,3,Ku80ID
MT-CO2,P00403,Cytochrome c oxidase subunit 2 ,Nucleoplasm,0,mitochondrial membrane,positive regulation of necrotic cell death,cytochrome-c oxidase activity,9606.ENSP00000354876,Cell Cycle regulation,coral1,1,5.159333333,2.718,shScramble,shNcl,IR2h,3,Ku80ID
CACYBP,Q9HB71,Calcyclin binding protein,Nucleoplasm,0, SCF ubiquitin ligase complex [GO:0019005],cellular response to leukemia inhibitory factor,ubiquitin binding ,9606.ENSP00000356652,Cell Cycle regulation,coral1,1,4.273666667,0,shScramble,0,IR2h,3,Ku80ID
MYH9,P35579,Myosin heavy chain 9,Nucleoplasm,NER,myosin complex ,protein transport ,ATPase activity ,9606.ENSP00000216181,Cell Cycle regulation,coral1,1,6.773333333,4.339166667,shScramble,shNcl,IR2h,3,Ku80ID
NFS1,Q9Y697,NFS1 cysteine desulfurase,Nucleoplasm,0,nucleus,iron incorporation into metallo-sulfur cluster,iron-sulfur cluster binding,9606.ENSP00000363205,Cell Cycle regulation,coral1,1,4.358444444,3.072166667,shScramble,shNcl,IR2h,3,Ku80ID
ACTL6A,O96019,Actin like 6A,Nucleoplasm,0, SWI/SNF complex [GO:0016514],chromatin remodeling ,transcription coactivator activity ,9606.ENSP00000397552,Chromatin Organization,darkviolet,2,6.720555556,2.5245,shScramble,shNcl,IR2h,3,Ku80ID
NRAS,P01111,GTPase NRas ,Nucleoplasm,0,membrane,MAPK cascade,GTPase activity,9606.ENSP00000358548,Cell Cycle regulation,coral1,1,6.825333333,5.549666667,shScramble,shNcl,IR2h,3,Ku80ID
NUMA1,Q14980,Nuclear mitotic apparatus protein 1,Nucleoplasm,0,chromosome ,cell cycle ,microtubule binding ,9606.ENSP00000377298,Cell Cycle regulation,coral1,1,0,1.505,0,shNcl,IR2h,3,Ku80ID
CORO1C,Q9ULV4,Coronin-1C ,Nucleoplasm,0,actin cytoskeleton [GO:0015629],actin filament capping ,actin filament organization ,9606.ENSP00000394496,Chromatin Organization,darkviolet,2,7.148111111,3.637166667,shScramble,shNcl,IR2h,3,Ku80ID
OPA1,O60313,OPA1 mitochondrial dynamin like GTPase,Nucleoplasm,0,nucleoplasm,apoptotic process,GTPase activity,9606.ENSP00000354681,Cell Cycle regulation,coral1,1,7.241333333,6.5185,shScramble,shNcl,IR2h,3,Ku80ID
DSP,P15924,Desmoplakin ,Nucleoplasm,0,nucleus ,lipid binding ,RNA binding ,9606.ENSP00000369129,Chromatin Organization,darkviolet,2,0,1.6995,0,shNcl,IR2h,3,Ku80ID
CDC20,Q12834,Cell division cycle 20,Nucleoplasm,0,anaphase-promoting complex,regulation of mitotic cell cycle,anaphase-promoting complex binding,9606.ENSP00000361540,Cell Cycle regulation,coral1,1,3.763444444,0,shScramble,0,IR2h,3,Ku80ID
PDHA1,P08559,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial ",Nucleoplasm,0,pyruvate dehydrogenase complex,tricarboxylic acid cycle,pyruvate dehydrogenase (NAD+) activity,9606.ENSP00000369134,Cell Cycle regulation,coral1,1,6.990888889,5.409833333,shScramble,shNcl,IR2h,3,Ku80ID
HNRNPU,Q00839,Heterogeneous nuclear ribonucleoprotein U,Nucleoplasm,0,telomerase holoenzyme complex ,chromatin organization ,transcription corepressor activity ,9606.ENSP00000491215,Chromatin Organization,darkviolet,2,4.690111111,1.742,shScramble,shNcl,IR2h,3,Ku80ID
PGAM5,Q96HS1,"Serine/threonine-protein phosphatase PGAM5, mitochondrial ",Nucleoplasm,0,integral component of membrane ,threonine dephosphorylation ,serine/threonine phosphatase activity ,9606.ENSP00000438465,Cell Cycle regulation,coral1,1,6.467777778,2.400166667,shScramble,shNcl,IR2h,3,Ku80ID
PHB2,Q99623,Prohibitin-2 ,Nucleoplasm,DSB,histone deacetylase complex ,histone deacetylation ,histone deacetylase binding ,9606.ENSP00000441875,Cell Cycle regulation,coral1,1,4.494666667,1.842333333,shScramble,shNcl,IR2h,3,Ku80ID
PPP1CA,P62136,Protein phosphatase 1 catalytic subunit alpha,Nucleoplasm,ForkStall,PTW/PP1 phosphatase complex ,cell cycle ,protein phosphatase 1 binding ,9606.ENSP00000326031,Cell Cycle regulation,coral1,1,7.415444444,4.007666667,shScramble,shNcl,IR2h,3,Ku80ID
PPP1CB,P62140,Protein phosphatase 1 catalytic subunit beta,Nucleoplasm,0,PTW/PP1 phosphatase complex ,cell cycle ,protein phosphatase 1 binding ,9606.ENSP00000378769,Cell Cycle regulation,coral1,1,4.656555556,3.433833333,shScramble,shNcl,IR2h,3,Ku80ID
SLC25A10,Q9UBX3,Solute carrier family 25 member 10,Nucleoplasm,0,nucleus,succinate transmembrane transport,succinate transmembrane transporter activity,9606.ENSP00000446242,Chromatin Organization,darkviolet,2,7.724666667,3.8995,shScramble,shNcl,IR2h,3,Ku80ID
PPP1CC,P36873,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit ,Nucleoplasm,0,PTW/PP1 phosphatase complex ,cell cycle ,protein phosphatase 1 binding ,9606.ENSP00000341779,Cell Cycle regulation,coral1,1,5.457222222,3.171666667,shScramble,shNcl,IR2h,3,Ku80ID
RACK1,P63244,Receptor for activated C kinase 1,Nucleoplasm,DSB,IRE1-RACK1-PP2A complex ,cell cycle ,RNA binding ,9606.ENSP00000426909,Cell Cycle regulation,coral1,1,6.737555556,3.784666667,shScramble,shNcl,IR2h,3,Ku80ID
RALA,P11233,Ras-related protein Ral-A ,Nucleoplasm,0,cleavage furrow,cell cycle,ubiquitin protein ligase binding,9606.ENSP00000005257,Cell Cycle regulation,coral1,1,7.104,5.714,shScramble,shNcl,IR2h,3,Ku80ID
FBL,P22087,Fibrillarin,Nucleoplasm/Nucleoli_FibrillarCenter,DSB,box C/D RNP complex ,rRNA processing ,methyltransferase activity ,9606.ENSP00000221801,Chromatin Organization,darkviolet,2,6.264666667,3.166333333,shScramble,shNcl,IR2h,3,Ku80ID
EMC4,Q5J8M3,ER membrane protein complex subunit 4 ,Nucleoplasm,0,endoplasmic reticulum membrane,apoptotic process,membrane insertase activity,9606.ENSP00000267750,Cell Cycle regulation,coral1,1,3.526777778,0,shScramble,0,IR2h,3,Ku80ID
SMARCA5,O60264,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",Nucleoplasm/Nucleoli_FibrillarCenter,0,B-WICH complex ,ATP-dependent chromatin remodeling ,chromatin binding ,9606.ENSP00000283131,Chromatin Organization,darkviolet,2,7.301888889,1.777333333,shScramble,shNcl,IR2h,3,Ku80ID
RHOA,P61586,Transforming protein RhoA ,Nucleoplasm,HR,nucleus,regulation of actin cytoskeleton organization,protein kinase binding,9606.ENSP00000400175,Cell Cycle regulation,coral1,1,7.112,2.820333333,shScramble,shNcl,IR2h,3,Ku80ID
AHCY,P23526,Adenosylhomocysteinase ,Nucleoplasm,0,cytosol [GO:0005829],S-adenosylmethionine cycle,NAD binding ,9606.ENSP00000217426,DNA Repair,firebrick1,3,0,4.462666667,0,shNcl,IR2h,3,Ku80ID
SLC7A5,Q01650,Large neutral amino acids transporter small subunit 1 ,Nucleoplasm,0,amino acid transport complex [GO:1990184],amino acid import across plasma membrane,antiporter activity,9606.ENSP00000261622,Cell Cycle regulation,coral1,1,6.180444444,4.566333333,shScramble,shNcl,IR2h,3,Ku80ID
SLIRP,Q9GZT3,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",Nucleoplasm,0,ribonucleoprotein complex ,RNA processing ,mRNA binding ,9606.ENSP00000450909,Cell Cycle regulation,coral1,1,4.151444444,1.910666667,shScramble,shNcl,IR2h,3,Ku80ID
ERH,P84090,ERH mRNA splicing and mitosis factor,Nucleoplasm,HR,methylosome ,cell cycle ,RNA binding ,9606.ENSP00000451080,Cell Cycle regulation,coral1,1,1.812,0,shScramble,0,IR2h,3,Ku80ID
SPTBN1,Q01082,"Spectrin beta chain, non-erythrocytic 1 ",Nucleoplasm,NHEJ,nucleolus ,actin filament capping ,RNA binding ,9606.ENSP00000349259,Cell Cycle regulation,coral1,1,5.748777778,2.3725,shScramble,shNcl,IR2h,3,Ku80ID
CDC5L,Q99459,Cell division cycle 5 like,Nucleoplasm,DSB,spliceosomal complex ,"mRNA splicing, via spliceosome ",protein phosphatase 1 binding ,9606.ENSP00000360532,DNA Repair,firebrick1,3,7.820666667,4.272166667,shScramble,shNcl,IR2h,3,Ku80ID
TBRG4,Q969Z0,FAST kinase domain-containing protein 4 ,Nucleoplasm,0,mitochondrial matrix [GO:0005759],cell cycle ,RNA binding ,9606.ENSP00000258770,Cell Cycle regulation,coral1,1,5.477777778,1.813333333,shScramble,shNcl,IR2h,3,Ku80ID
EPHA2,P29317,EPH receptor A2,Nucleoplasm,DSB,cell surface [GO:0009986]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; lamellipodium membrane [GO:0031258]; leading edge membrane [GO:0031256]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ruffle membrane [GO:0032587]; tight junction [GO:0070160],"Angiogenesis, Apoptosis, Cell adhesion, Differentiation, Host-virus interaction","Host cell receptor for virus entry, Kinase, Receptor, Transferase, Tyrosine-protein kinase",9606.ENSP00000351209,DNA Repair,firebrick1,3,0,5.025,0,shNcl,IR2h,3,Ku80ID
TTN,Q8WZ42,Titin ,Nucleoplasm,0,condensed nuclear chromosome ,"transcription, DNA-templated ",protein kinase binding ,9606.ENSP00000467141,Cell Cycle regulation,coral1,1,3.429444444,4.167833333,shScramble,shNcl,IR2h,3,Ku80ID
FLII,Q13045,FLII actin remodeling protein,Nucleoplasm,0,nucleus,actin cytoskeleton organization,actin binding,9606.ENSP00000324573,Cell Cycle regulation,coral1,1,1.932222222,0,shScramble,0,IR2h,3,Ku80ID
G3BP1,Q13283,Ras GTPase-activating protein-binding protein 1 ,Nucleoplasm,0,ribonucleoprotein complex ,DNA duplex unwinding ,RNA helicase activity ,9606.ENSP00000377681,DNA Repair,firebrick1,3,6.833444444,2.720666667,shScramble,shNcl,IR2h,3,Ku80ID
TUBA1B,P68363,Tubulin alpha-1B chain ,Nucleoplasm,DSB,microtubule ,microtubule cytoskeleton organization ,ubiquitin protein ligase binding ,9606.ENSP00000336799,Cell Cycle regulation,coral1,1,5.996444444,3.469,shScramble,shNcl,IR2h,3,Ku80ID
TUBB,P07437,Tubulin beta chain ,Nucleoplasm,DSB,nuclear envelope ,microtubule cytoskeleton organization ,ubiquitin protein ligase binding ,9606.ENSP00000339001,Cell Cycle regulation,coral1,1,6.521333333,6.399666667,shScramble,shNcl,IR2h,3,Ku80ID
GNA13,Q14344,Guanine nucleotide-binding protein subunit alpha-13 ,Nucleoplasm,0,nucleus,Rho protein signal transduction,G-protein coupled receptor binding,9606.ENSP00000400717,Cell Cycle regulation,coral1,1,3.285444444,0,shScramble,0,IR2h,3,Ku80ID
TUBB3,Q13509,Tubulin beta-3 chain ,Nucleoplasm,0,"microtubule cytoskeleton,GO:0030027~lamellipodium,GO:0030175~filopodium,GO:0030424~axon,GO:0030425~dendrite,GO:0030426~growth cone,GO:0043025~neuronal cell body,GO:0045171~intercellular bridge,GO:0070062~extracellular exosome,GO:0071944~cell periphery,GO:0072686~mitotic spindle,",mitotic cell cycle,structural constituent of cytoskeleton,9606.ENSP00000320295,Cell Cycle regulation,coral1,1,1.652111111,2.391,shScramble,shNcl,IR2h,3,Ku80ID
MTREX,P42285,Mtr4 exosome RNA helicase,Nucleoplasm,0,TRAMP complex ,"mRNA splicing, via spliceosome ",RNA helicase activity ,9606.ENSP00000230640,DNA Repair,firebrick1,3,6.964333333,3.526666667,shScramble,shNcl,IR2h,3,Ku80ID
VDAC1,P21796,Non-selective voltage-gated ion channel VDAC1 ,Nucleoplasm,0,nucleus,apoptotic process,porin activity,9606.ENSP00000378487,Cell Cycle regulation,coral1,1,7.732666667,3.174666667,shScramble,shNcl,IR2h,3,Ku80ID
NQO1,P15559,NAD,Nucleoplasm,0,cytoplasm [GO:0005737],response to oxidative stress,NADH dehydrogenase activity,9606.ENSP00000319788,DNA Repair,firebrick1,3,0,5.364666667,0,shNcl,IR2h,3,Ku80ID
KPNB1,Q14974,Karyopherin subunit beta 1,Nucleoplasm/NuclearMem,0,nuclear pore ,nucleocytoplasmic transport ,RNA binding ,9606.ENSP00000290158,Cell Cycle regulation,coral1,1,7.086555556,5.903,shScramble,shNcl,IR2h,3,Ku80ID
PGAM1,P18669,Phosphoglycerate mutase 1,Nucleoplasm,0, ficolin-1-rich granule lumen [GO:1904813],glycolytic process ,protein kinase binding ,9606.ENSP00000359991,DNA Repair,firebrick1,3,0,5.364,0,shNcl,IR2h,3,Ku80ID
SF3B3,Q15393,Splicing factor 3b subunit 3,Nucleoplasm/Nucleolar_Rim,DSB,SAGA complex ,"mRNA splicing, via spliceosome ",mRNA binding ,9606.ENSP00000305790,Cell Cycle regulation,coral1,1,7.187888889,4.830833333,shScramble,shNcl,IR2h,3,Ku80ID
GNAI3,P08754,G protein subunit alpha i3,Nucleoplasm/Nucleoli,0, heterotrimeric G-protein complex [GO:0005834],cell cycle ,GTPase activity ,9606.ENSP00000358867,Cell Cycle regulation,coral1,1,7.372333333,3.543833333,shScramble,shNcl,IR2h,3,Ku80ID
GPRC5A,Q8NFJ5,Retinoic acid-induced protein 3 ,Nucleoplasm,0,nucleolus,G-protein coupled receptor signaling pathway,protein kinase activator activity,9606.ENSP00000014914,Cell Cycle regulation,coral1,1,1.525777778,0,shScramble,0,IR2h,3,Ku80ID
RAC1,P63000,Rac family small GTPase 1,Nucleoplasm/Nucleoli,0,NADPH oxidase complex ,positive regulation of DNA replication ,histone deacetylase binding ,9606.ENSP00000348461,Cell Cycle regulation,coral1,1,7.781,5.598,shScramble,shNcl,IR2h,3,Ku80ID
ISOC2,Q96AB3,Isochorismatase domain-containing protein 2,Nucleus_1,0,cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634],protein destabilization [GO:0031648],0,9606.ENSP00000085068,Cell Cycle regulation,coral1,1,3.273888889,1.601166667,shScramble,shNcl,IR2h,3,Ku80ID
